gene_id	AB_1	AB_2	AB_3	P1_1	P1_2	P1_3
WBGene00014433	0	0	0	0	0	0
WBGene00014434	0	0	0	0	0	0
WBGene00014435	0	0	0	0	0	0
WBGene00014436	0	0	0	0	0	0
WBGene00014437	0	0	0	0	0	0
WBGene00014438	0	0	0	0	0	0
WBGene00014439	0	0	0	0	0	0
WBGene00014440	0	0	0	0	0	0
WBGene00014441	0	0	0	0	0	0
WBGene00014442	0	0	0	0	0	0
WBGene00014443	0	0	0	0	0	0
WBGene00014444	0	0	0	0	0	0
WBGene00014445	0	0	0	0	0	1
WBGene00014446	0	0	0	0	0	0
WBGene00014447	0	1	0	0	0	0
WBGene00014448	0	0	0	0	0	0
WBGene00014449	0	0	0	0	0	0
WBGene00014450	0	0	0	0	0	0
WBGene00014451	0	0	1	0	0	0
WBGene00014452	0	1	0	0	0	1
WBGene00014453	0	0	0	0	0	0
WBGene00014454	540	477	8317	814	193	3473
WBGene00014455	0	0	0	0	0	0
WBGene00014456	1	0	1	0	0	1
WBGene00014457	0	0	1	0	0	2
WBGene00014458	0	1	2	1	1	4
WBGene00014459	0	0	5	0	0	2
WBGene00014460	1	0	1	0	0	4
WBGene00014461	1	0	1	0	2	0
WBGene00014462	1	0	0	0	0	1
WBGene00014463	1	1	0	1	0	1
WBGene00014464	0	0	1	0	0	3
WBGene00014465	0	0	0	0	0	1
WBGene00014466	1	0	3	0	1	4
WBGene00014467	0	0	3	0	0	1
WBGene00014468	0	1	0	0	0	0
WBGene00014469	0	0	0	0	0	0
WBGene00014470	0	0	1	0	0	0
WBGene00014471	0	1	0	0	2	4
WBGene00014472	853	953	2925	1477	629	2605
WBGene00014473	0	0	0	0	0	0
WBGene00014474	0	0	0	0	0	0
WBGene00014475	0	0	0	0	0	0
WBGene00014476	0	0	0	0	0	0
WBGene00014477	0	0	0	0	0	0
WBGene00014478	0	0	0	0	0	0
WBGene00014479	0	0	0	0	0	0
WBGene00014480	0	0	0	0	0	0
WBGene00014481	0	0	0	0	0	0
WBGene00014482	0	0	0	0	0	0
WBGene00014483	0	0	0	0	0	0
WBGene00014484	0	0	0	0	0	1
WBGene00014485	0	0	0	0	0	0
WBGene00014486	0	0	0	0	0	0
WBGene00014487	0	0	0	0	0	0
WBGene00014488	0	0	0	0	0	0
WBGene00014489	0	0	0	0	0	0
WBGene00014490	0	0	0	0	0	0
WBGene00014491	0	0	0	0	0	0
WBGene00014492	2660	3230	5267	2256	1974	4464
WBGene00014493	0	0	0	0	0	0
WBGene00014494	0	0	0	0	0	0
WBGene00014495	0	0	0	0	0	0
WBGene00014496	0	0	0	0	0	0
WBGene00014497	0	0	0	0	0	0
WBGene00014498	0	0	0	0	0	0
WBGene00014499	0	0	0	0	0	0
WBGene00014500	0	0	0	0	0	0
WBGene00014501	0	0	0	0	0	0
WBGene00014502	0	0	0	0	0	0
WBGene00014503	0	0	0	0	0	0
WBGene00014504	0	0	0	0	0	0
WBGene00014505	59	82	117	37	43	155
WBGene00014506	0	0	0	0	0	0
WBGene00014507	0	0	0	0	0	0
WBGene00014508	0	0	0	0	0	0
WBGene00014509	0	0	0	0	0	0
WBGene00014510	0	0	0	0	0	0
WBGene00014511	1	0	3	0	0	0
WBGene00014512	0	0	0	0	0	0
WBGene00014513	0	0	0	0	0	0
WBGene00014514	0	0	0	0	0	0
WBGene00014515	0	0	0	0	0	0
WBGene00014516	239	309	494	195	164	346
WBGene00014517	0	0	0	0	0	0
WBGene00014518	0	0	0	0	0	0
WBGene00014519	0	0	0	0	0	0
WBGene00014520	0	0	0	0	0	0
WBGene00014521	0	0	1	0	0	0
WBGene00014522	0	0	0	0	0	0
WBGene00014523	0	0	0	0	0	0
WBGene00014524	0	0	0	0	0	0
WBGene00014525	0	0	0	0	0	0
WBGene00014526	0	0	0	0	0	0
WBGene00014527	0	0	0	0	0	0
WBGene00014528	0	0	0	0	0	0
WBGene00014529	0	0	0	0	0	0
WBGene00014530	0	0	0	0	0	0
WBGene00014531	0	0	0	0	0	0
WBGene00014532	0	0	0	0	0	0
WBGene00014533	0	0	0	0	0	0
WBGene00014534	0	0	0	0	0	0
WBGene00014535	0	0	0	0	0	0
WBGene00014536	0	0	0	0	0	0
WBGene00014537	0	0	0	0	0	0
WBGene00014538	0	0	0	0	0	0
WBGene00014539	0	0	0	0	0	0
WBGene00014540	0	0	0	0	0	0
WBGene00014541	0	1	0	0	0	3
WBGene00014542	0	0	0	0	0	0
WBGene00014543	0	0	0	0	0	0
WBGene00014544	0	0	0	0	0	0
WBGene00014545	0	0	0	0	0	0
WBGene00014546	0	0	0	0	0	0
WBGene00014547	0	0	0	0	0	0
WBGene00014548	0	0	0	0	0	0
WBGene00014549	0	0	0	0	0	0
WBGene00014550	0	0	0	0	0	0
WBGene00014551	0	0	0	0	0	0
WBGene00014552	0	0	0	0	0	0
WBGene00014553	0	0	0	0	0	0
WBGene00014554	0	0	0	0	0	0
WBGene00014555	0	0	0	0	0	0
WBGene00014556	0	0	0	0	0	0
WBGene00014557	0	0	0	0	0	0
WBGene00014558	0	0	0	0	0	0
WBGene00014559	0	0	0	0	0	0
WBGene00014560	0	0	0	0	0	0
WBGene00014561	0	0	0	0	0	0
WBGene00014562	0	0	0	0	0	0
WBGene00014563	0	0	0	0	0	0
WBGene00014564	0	0	0	0	0	0
WBGene00014565	0	0	0	0	0	0
WBGene00014566	0	0	0	0	0	0
WBGene00014567	0	0	0	0	0	0
WBGene00014568	0	0	0	0	0	0
WBGene00014569	0	0	1	0	0	2
WBGene00014570	0	0	0	0	0	0
WBGene00014571	0	0	0	0	0	0
WBGene00014572	0	0	0	0	0	0
WBGene00014573	0	0	0	0	0	0
WBGene00014574	0	0	0	0	0	0
WBGene00014575	0	0	0	0	0	0
WBGene00014576	7	10	4	30	2	0
WBGene00014577	0	0	0	0	0	0
WBGene00014578	0	0	0	0	0	0
WBGene00014579	0	0	0	0	0	0
WBGene00014580	0	0	0	0	0	0
WBGene00014581	0	0	0	0	0	0
WBGene00014582	0	0	0	0	0	0
WBGene00014583	0	0	0	0	0	0
WBGene00014584	0	0	0	0	0	0
WBGene00014585	0	0	0	0	0	0
WBGene00014586	0	0	0	0	0	0
WBGene00014587	0	0	0	0	0	0
WBGene00014588	0	0	0	0	0	0
WBGene00014589	0	0	0	0	0	0
WBGene00014590	0	0	0	0	0	0
WBGene00014591	0	0	0	0	0	0
WBGene00014592	0	0	0	0	0	0
WBGene00014593	0	0	0	0	0	0
WBGene00014594	0	0	0	0	0	0
WBGene00014595	0	0	0	0	0	0
WBGene00014596	0	0	0	0	0	0
WBGene00014597	0	0	0	0	0	0
WBGene00014598	0	0	0	0	0	0
WBGene00014599	0	0	0	0	0	0
WBGene00014600	0	0	0	0	0	0
WBGene00014601	0	0	0	0	0	0
WBGene00014602	0	0	0	0	0	0
WBGene00014603	0	0	0	0	0	0
WBGene00014604	0	0	0	0	0	0
WBGene00014605	0	0	0	0	0	0
WBGene00014606	0	0	0	0	0	0
WBGene00014607	0	0	0	0	0	0
WBGene00014608	0	0	0	0	0	0
WBGene00014609	0	0	0	0	0	0
WBGene00014610	0	0	0	0	0	0
WBGene00014611	0	0	0	0	0	0
WBGene00014612	813	1098	1988	1261	721	2303
WBGene00014613	21	32	27	0	11	8
WBGene00014614	0	0	0	0	0	0
WBGene00014615	0	2	0	0	0	0
WBGene00014616	0	0	0	0	0	0
WBGene00014617	0	0	0	0	0	0
WBGene00014618	0	0	0	0	0	0
WBGene00014619	0	0	0	0	0	0
WBGene00014620	0	0	0	0	0	0
WBGene00014621	0	0	0	0	0	0
WBGene00014622	0	0	0	0	0	0
WBGene00014623	0	0	0	0	0	0
WBGene00014624	0	0	0	0	0	0
WBGene00014625	0	0	0	0	0	0
WBGene00014626	0	0	0	0	0	0
WBGene00014627	0	0	0	0	0	0
WBGene00014628	0	0	0	0	0	0
WBGene00014629	0	0	0	0	0	0
WBGene00014630	0	0	0	0	0	0
WBGene00014631	0	0	0	0	0	0
WBGene00014632	0	0	0	0	0	2
WBGene00014633	0	0	0	0	0	0
WBGene00014634	0	0	0	0	0	0
WBGene00014635	0	0	0	0	0	0
WBGene00014636	0	0	0	0	0	0
WBGene00014637	0	0	0	0	0	0
WBGene00014638	0	0	0	0	0	0
WBGene00014639	0	0	0	0	0	0
WBGene00014640	0	0	0	0	0	1
WBGene00014641	0	1	0	0	0	0
WBGene00014643	25	29	68	0	15	43
WBGene00014644	0	0	0	0	0	0
WBGene00014645	0	0	0	0	0	0
WBGene00014646	0	0	0	0	0	0
WBGene00014647	0	0	0	0	0	0
WBGene00014648	0	0	0	0	0	0
WBGene00014649	0	0	0	0	0	0
WBGene00014650	0	0	0	0	0	0
WBGene00014651	0	0	0	0	0	0
WBGene00014652	0	0	0	0	0	0
WBGene00014653	0	0	0	0	0	0
WBGene00014654	0	0	0	0	0	0
WBGene00014655	0	0	0	0	0	0
WBGene00014656	0	0	0	0	0	0
WBGene00014657	0	0	0	0	0	0
WBGene00014658	0	0	0	0	0	0
WBGene00014659	0	0	0	0	0	0
WBGene00014660	0	0	0	0	0	0
WBGene00014663	0	0	0	0	0	7
WBGene00014664	0	0	0	0	0	0
WBGene00014665	0	0	0	0	0	0
WBGene00014666	0	2	0	0	1	0
WBGene00014667	7132	4715	9451	4677	3817	9294
WBGene00014668	0	0	1	0	0	0
WBGene00014669	0	11	39	21	7	18
WBGene00014670	0	0	0	0	0	0
WBGene00014671	0	0	0	0	0	0
WBGene00014672	1	0	1	0	0	4
WBGene00014673	0	0	0	0	0	0
WBGene00014674	0	0	0	0	0	0
WBGene00014675	0	0	0	0	0	0
WBGene00014676	0	0	0	0	0	0
WBGene00014677	0	0	0	0	0	0
WBGene00014678	0	0	0	0	0	0
WBGene00014679	0	0	0	0	0	0
WBGene00014681	0	0	0	0	0	0
WBGene00014682	0	0	0	0	0	0
WBGene00014683	0	0	0	0	0	0
WBGene00014684	0	0	0	0	0	0
WBGene00014685	0	0	0	0	0	0
WBGene00014686	0	0	0	0	0	0
WBGene00014689	0	0	0	0	0	0
WBGene00014691	0	0	0	0	0	0
WBGene00014692	0	0	0	0	0	0
WBGene00014693	0	0	0	0	0	0
WBGene00014694	0	0	0	0	0	0
WBGene00014695	0	0	0	0	0	0
WBGene00014696	0	0	0	0	0	0
WBGene00014697	1	20	16	1	20	70
WBGene00014698	0	0	0	0	0	2
WBGene00014699	0	0	0	0	0	0
WBGene00014700	0	0	0	0	0	0
WBGene00014701	0	0	0	0	0	0
WBGene00014702	0	0	0	0	0	0
WBGene00014703	0	0	0	0	0	0
WBGene00014704	0	0	0	0	0	0
WBGene00014705	0	0	0	0	0	0
WBGene00014706	0	0	0	0	0	0
WBGene00014707	0	0	0	0	0	0
WBGene00014708	0	0	0	0	0	0
WBGene00014710	0	0	0	0	0	0
WBGene00014711	0	0	0	0	0	0
WBGene00014714	0	0	0	0	0	0
WBGene00014715	0	0	0	0	0	0
WBGene00014716	0	0	0	0	0	0
WBGene00014717	0	0	0	0	0	0
WBGene00014718	0	0	0	0	0	0
WBGene00014719	0	0	0	0	0	0
WBGene00014720	0	0	0	0	0	0
WBGene00014721	0	0	0	0	0	0
WBGene00014722	0	0	0	0	0	0
WBGene00014723	0	0	0	0	0	4
WBGene00014724	0	0	0	0	0	0
WBGene00014727	0	0	0	0	0	0
WBGene00014728	0	0	0	0	0	0
WBGene00014729	0	1	4	0	0	0
WBGene00014730	0	2	0	4	5	56
WBGene00014731	0	0	0	0	0	0
WBGene00014732	0	0	0	0	0	0
WBGene00014733	0	0	0	0	0	0
WBGene00014734	0	0	0	0	0	0
WBGene00014735	0	0	0	0	0	0
WBGene00014738	0	0	0	0	0	0
WBGene00014740	0	0	0	0	0	0
WBGene00014741	0	0	0	0	0	0
WBGene00014744	0	0	0	0	0	0
WBGene00014745	0	0	0	0	0	0
WBGene00014746	1	8	29	0	3	12
WBGene00014748	0	0	0	0	0	0
WBGene00014751	0	0	0	0	0	4
WBGene00014752	0	0	0	0	0	0
WBGene00014753	0	0	0	0	0	0
WBGene00014754	0	0	2	0	0	0
WBGene00014755	0	0	0	0	1	0
WBGene00014757	0	0	0	0	0	0
WBGene00014758	0	0	0	0	0	0
WBGene00014759	0	0	1	0	0	0
WBGene00014760	0	0	0	0	3	0
WBGene00014761	0	0	0	0	2	0
WBGene00014763	0	0	0	0	0	0
WBGene00014764	0	0	0	0	0	0
WBGene00014766	0	0	0	0	0	0
WBGene00014767	0	0	0	0	0	0
WBGene00014768	0	0	0	0	0	0
WBGene00014769	3	5	16	0	1	19
WBGene00014770	0	0	0	0	0	0
WBGene00014771	0	0	0	0	0	0
WBGene00014772	219	287	540	178	166	595
WBGene00014773	0	0	0	0	0	0
WBGene00014775	0	0	0	0	0	0
WBGene00014776	0	0	0	0	0	0
WBGene00014777	0	0	0	0	0	0
WBGene00014778	0	0	0	0	0	0
WBGene00014779	0	0	0	0	0	0
WBGene00014781	0	0	0	0	0	0
WBGene00014782	0	0	0	0	0	0
WBGene00014783	0	0	0	0	0	0
WBGene00014784	0	0	0	0	0	0
WBGene00014785	0	0	0	0	0	0
WBGene00014786	0	0	0	0	0	0
WBGene00014787	0	0	0	0	0	0
WBGene00014788	0	0	0	0	0	0
WBGene00014789	0	0	0	0	0	0
WBGene00014790	0	0	0	0	0	0
WBGene00014793	0	0	0	0	0	0
WBGene00014794	0	0	0	0	0	0
WBGene00014796	0	0	0	0	0	0
WBGene00014798	0	0	0	0	0	0
WBGene00014799	0	0	0	0	0	5
WBGene00014800	0	0	0	0	0	1
WBGene00014801	12	2	22	9	5	7
WBGene00014803	0	0	0	0	0	0
WBGene00014805	0	0	0	0	0	0
WBGene00014806	0	0	0	0	0	0
WBGene00014807	0	0	0	0	0	0
WBGene00014809	0	0	0	0	0	0
WBGene00014811	0	2	15	0	0	0
WBGene00014813	0	0	0	0	0	0
WBGene00014814	0	0	1	0	1	0
WBGene00014817	0	0	0	0	0	4
WBGene00014818	0	0	0	0	0	3
WBGene00014819	0	0	0	0	0	0
WBGene00014820	0	4	4	0	2	13
WBGene00014821	0	0	0	0	0	0
WBGene00014822	3	2	5	6	2	2
WBGene00014824	0	0	0	0	0	0
WBGene00014825	0	0	0	0	0	0
WBGene00014826	39	29	19	32	0	20
WBGene00014827	0	0	0	0	0	0
WBGene00014828	0	0	0	0	0	0
WBGene00014829	0	0	0	0	0	0
WBGene00014832	0	0	0	0	0	0
WBGene00014833	0	0	0	0	0	0
WBGene00014834	0	0	0	0	0	0
WBGene00014835	0	0	0	0	0	0
WBGene00014836	0	8	0	0	3	26
WBGene00014837	0	0	0	0	0	0
WBGene00014838	0	0	0	0	0	0
WBGene00014839	0	0	0	0	0	0
WBGene00014841	0	0	0	0	0	0
WBGene00014842	0	0	0	0	0	0
WBGene00014843	0	0	0	0	0	0
WBGene00014844	0	0	0	0	0	0
WBGene00014845	0	0	0	0	0	0
WBGene00014846	0	0	0	0	0	1
WBGene00014848	0	7	0	0	1	31
WBGene00014849	0	0	0	0	0	0
WBGene00014850	0	0	0	0	0	0
WBGene00014851	0	0	0	0	0	0
WBGene00014852	0	0	0	0	0	0
WBGene00014853	0	0	0	0	0	0
WBGene00014854	0	0	0	0	0	0
WBGene00014855	0	0	0	0	0	0
WBGene00014856	0	0	0	0	0	0
WBGene00014857	0	0	0	0	0	0
WBGene00014858	0	4	0	0	0	0
WBGene00014861	0	0	0	0	0	0
WBGene00014862	0	0	0	0	0	0
WBGene00014863	0	0	0	0	0	0
WBGene00014864	0	0	0	0	0	0
WBGene00014865	0	0	0	0	0	0
WBGene00014866	0	0	0	0	0	0
WBGene00014867	0	0	0	0	0	0
WBGene00014868	0	0	0	0	0	0
WBGene00014869	0	0	0	0	0	0
WBGene00014870	0	1	0	0	0	1
WBGene00014871	0	1	1	1	0	3
WBGene00014872	0	0	0	0	0	0
WBGene00014873	0	0	0	0	0	0
WBGene00014874	9	7	3	2	0	1
WBGene00014875	0	0	0	0	0	0
WBGene00014876	0	0	0	0	0	0
WBGene00014877	0	0	0	0	0	0
WBGene00014878	0	0	0	0	0	0
WBGene00014879	0	0	0	0	0	0
WBGene00014880	0	0	0	0	0	0
WBGene00014881	0	0	0	0	0	0
WBGene00014882	0	0	0	0	0	0
WBGene00014883	1	0	0	1	0	0
WBGene00014884	2	4	0	1	0	0
WBGene00014885	0	0	0	0	0	0
WBGene00014886	0	0	0	0	0	0
WBGene00014887	0	0	0	0	0	0
WBGene00014888	0	0	0	0	0	0
WBGene00014889	0	0	0	0	0	0
WBGene00014890	0	0	0	0	0	0
WBGene00014891	0	0	0	0	0	0
WBGene00014892	0	0	0	0	0	0
WBGene00014893	0	0	0	0	0	0
WBGene00014894	0	0	0	0	0	0
WBGene00014895	0	0	0	0	0	0
WBGene00014896	0	0	0	0	0	0
WBGene00014897	0	0	0	0	0	0
WBGene00014898	0	0	0	0	0	0
WBGene00014902	16	26	30	0	18	39
WBGene00014903	0	0	0	0	0	0
WBGene00014904	62	129	231	40	31	78
WBGene00014905	0	0	0	0	0	0
WBGene00014906	0	0	0	0	0	0
WBGene00014907	0	0	0	0	0	0
WBGene00014908	0	0	0	0	0	0
WBGene00014909	2	0	0	0	0	0
WBGene00014910	0	0	0	0	0	0
WBGene00014911	0	0	0	0	0	0
WBGene00014912	0	0	0	0	0	0
WBGene00014914	0	0	0	0	0	0
WBGene00014915	42	34	49	0	16	45
WBGene00014916	0	8	22	1	13	36
WBGene00014917	6	18	64	5	27	81
WBGene00014918	270	343	983	301	347	1049
WBGene00014920	0	0	3	0	1	0
WBGene00014921	0	0	7	0	0	0
WBGene00014922	0	0	0	0	0	0
WBGene00014923	0	0	0	0	0	0
WBGene00014924	0	0	0	0	0	0
WBGene00014925	0	0	0	0	0	0
WBGene00014926	4	2	1	0	0	3
WBGene00014927	0	0	0	0	0	0
WBGene00014928	0	0	0	0	0	0
WBGene00014929	0	0	0	0	0	0
WBGene00014930	0	0	0	0	0	0
WBGene00014931	0	0	0	0	0	0
WBGene00014932	0	0	0	0	0	0
WBGene00014933	0	0	0	0	0	0
WBGene00014934	0	0	0	0	0	0
WBGene00014935	0	0	0	0	0	0
WBGene00014936	0	0	0	0	0	0
WBGene00014937	0	0	0	0	0	0
WBGene00014938	1385	2343	5199	2281	1734	3827
WBGene00014939	0	0	0	0	0	0
WBGene00014941	0	0	0	0	0	0
WBGene00014943	0	0	0	0	0	0
WBGene00014944	0	1	3	0	2	1
WBGene00014945	0	0	0	0	0	0
WBGene00014946	0	0	5	5	0	3
WBGene00014947	4	8	24	2	9	25
WBGene00014948	0	0	0	0	0	0
WBGene00014949	0	3	1	0	1	0
WBGene00014950	0	0	0	0	0	0
WBGene00014951	0	0	0	0	0	0
WBGene00014952	0	0	0	0	0	0
WBGene00014953	0	0	0	0	0	0
WBGene00014954	62	141	292	96	85	245
WBGene00014955	351	784	1954	556	418	1355
WBGene00014956	0	0	0	0	0	0
WBGene00014957	0	0	0	0	0	0
WBGene00014958	2	0	0	0	0	1
WBGene00014961	0	0	0	0	0	0
WBGene00014962	0	0	0	0	0	0
WBGene00014963	0	0	0	0	0	0
WBGene00014964	0	0	0	0	0	0
WBGene00014965	625	1047	1672	128	549	1306
WBGene00014966	0	0	0	0	0	0
WBGene00014967	0	0	0	0	0	0
WBGene00014969	0	0	0	0	0	0
WBGene00014970	0	0	0	0	0	0
WBGene00014971	0	0	0	0	0	0
WBGene00014972	0	0	0	0	0	0
WBGene00014973	0	0	0	0	0	0
WBGene00014974	0	0	0	0	0	0
WBGene00014975	6	4	39	40	12	82
WBGene00014976	0	0	0	0	0	4
WBGene00014977	0	0	0	0	0	0
WBGene00014978	0	0	0	0	0	0
WBGene00014979	0	0	0	0	0	0
WBGene00014980	0	0	0	0	0	0
WBGene00014981	0	0	0	0	0	0
WBGene00014983	0	0	0	0	0	0
WBGene00014984	0	0	0	0	0	0
WBGene00014987	0	3	4	1	0	9
WBGene00014989	0	1	9	0	0	4
WBGene00014990	0	0	0	0	0	0
WBGene00014991	0	0	0	0	0	0
WBGene00014992	0	0	0	0	0	0
WBGene00014993	0	0	0	0	0	0
WBGene00014994	0	1	0	0	1	0
WBGene00014996	0	0	0	0	1	11
WBGene00014997	0	0	0	0	0	0
WBGene00014998	94	33	21	0	33	87
WBGene00014999	944	1822	2836	713	1100	2416
WBGene00015000	0	6	6	0	9	34
WBGene00015001	1634	2183	4106	714	1106	2416
WBGene00015002	0	1	1	0	3	1
WBGene00015003	0	0	0	0	0	0
WBGene00015004	0	0	0	0	0	0
WBGene00015005	15	40	50	0	15	55
WBGene00015006	0	0	0	0	0	0
WBGene00015007	5055	6642	8732	2161	3599	7634
WBGene00015008	505	739	1274	587	430	963
WBGene00015009	6261	11569	15058	5082	8646	15152
WBGene00015010	37	81	187	47	59	128
WBGene00015011	5881	8525	15312	5981	5484	12458
WBGene00015012	0	0	0	0	0	0
WBGene00015013	15	4	5	0	10	13
WBGene00015014	6	32	75	22	8	71
WBGene00015015	0	0	0	0	0	0
WBGene00015016	3	19	16	0	3	7
WBGene00015017	5101	7342	11540	2557	4573	10253
WBGene00015018	0	0	0	0	0	0
WBGene00015019	0	0	0	0	0	0
WBGene00015020	0	1	0	5	1	0
WBGene00015021	1452	2191	2784	1027	1318	2670
WBGene00015022	667	1068	2755	814	664	1714
WBGene00015023	5335	7732	11198	3233	4656	9793
WBGene00015024	0	0	0	0	0	0
WBGene00015025	1728	3083	4142	1549	2177	3909
WBGene00015026	0	0	0	0	0	0
WBGene00015027	1	18	37	4	8	72
WBGene00015028	86	116	292	53	98	260
WBGene00015029	1442	2206	3639	1294	1601	3691
WBGene00015030	0	0	0	0	1	0
WBGene00015032	0	0	0	0	0	0
WBGene00015033	0	0	0	0	0	3
WBGene00015034	0	0	0	0	0	0
WBGene00015035	11	20	9	10	0	60
WBGene00015036	0	0	0	0	0	0
WBGene00015037	794	1692	2495	278	871	1774
WBGene00015038	21	29	59	26	8	68
WBGene00015040	0	0	0	0	0	27
WBGene00015041	17	2	6	0	12	22
WBGene00015042	0	0	0	0	0	0
WBGene00015043	0	0	0	0	0	2
WBGene00015044	0	0	0	0	0	1
WBGene00015045	0	0	0	0	0	0
WBGene00015046	0	1	0	0	0	3
WBGene00015047	128	277	417	377	257	282
WBGene00015048	215	231	294	89	169	285
WBGene00015049	0	0	0	0	0	0
WBGene00015050	7	14	20	20	13	11
WBGene00015051	0	0	0	0	0	0
WBGene00015052	0	0	0	0	1	0
WBGene00015053	0	0	6	0	0	11
WBGene00015054	0	0	0	0	0	1
WBGene00015055	0	0	0	0	0	27
WBGene00015056	0	0	7	0	0	5
WBGene00015057	0	21	2	2	4	0
WBGene00015058	0	0	0	0	0	0
WBGene00015059	0	1	0	1	0	2
WBGene00015061	18	10	86	0	0	90
WBGene00015062	4	2	3	0	0	3
WBGene00015063	110	146	173	126	91	161
WBGene00015064	288	406	732	259	223	765
WBGene00015065	0	0	0	0	0	0
WBGene00015066	0	0	0	0	0	0
WBGene00015067	65	123	165	106	53	181
WBGene00015068	0	0	0	0	0	0
WBGene00015069	0	0	0	0	0	0
WBGene00015070	0	0	0	0	0	0
WBGene00015071	0	0	0	0	0	0
WBGene00015072	0	0	0	0	0	0
WBGene00015073	5917	6577	10249	3739	4420	8328
WBGene00015074	2654	3537	6643	2355	2337	4557
WBGene00015075	6976	11061	18971	4444	7053	16859
WBGene00015076	2	0	6	0	0	5
WBGene00015077	0	0	0	0	0	3
WBGene00015078	0	0	0	0	0	0
WBGene00015079	0	0	2	0	0	0
WBGene00015080	4	0	0	0	0	0
WBGene00015081	0	0	0	0	0	0
WBGene00015082	0	0	0	0	0	1
WBGene00015083	2186	1202	4045	4553	1528	5028
WBGene00015084	53	75	272	86	75	210
WBGene00015085	0	0	0	0	0	0
WBGene00015087	0	0	0	0	0	0
WBGene00015088	161	172	434	146	103	292
WBGene00015089	0	0	0	0	0	0
WBGene00015091	4856	7044	11863	2035	4817	11284
WBGene00015092	911	1372	2760	1046	971	2653
WBGene00015093	0	0	0	0	0	0
WBGene00015094	1	0	0	0	0	0
WBGene00015095	10237	12560	27686	11322	8407	24114
WBGene00015096	253	400	742	171	200	565
WBGene00015097	0	7	27	3	1	11
WBGene00015098	106	234	482	180	141	375
WBGene00015099	3189	4670	8664	2859	2369	5208
WBGene00015100	8	1	3	0	0	0
WBGene00015101	2211	1869	4188	3107	1480	3718
WBGene00015102	24641	23013	63791	57440	28910	89672
WBGene00015103	0	0	0	0	0	0
WBGene00015104	5589	8233	13279	3738	5456	12870
WBGene00015105	394	514	1064	247	419	1065
WBGene00015106	3	0	2	0	0	0
WBGene00015107	2	2	4	0	3	2
WBGene00015108	0	0	0	0	0	0
WBGene00015110	0	0	2	0	0	0
WBGene00015111	1	3	3	0	0	16
WBGene00015112	279	688	709	328	389	485
WBGene00015113	0	0	0	0	0	0
WBGene00015114	0	0	0	0	0	0
WBGene00015115	16	27	92	3	31	135
WBGene00015116	42	60	126	54	32	135
WBGene00015117	0	0	0	0	0	2
WBGene00015118	0	0	0	0	0	0
WBGene00015119	4	0	0	0	0	0
WBGene00015121	0	0	0	0	0	0
WBGene00015122	7	9	17	0	1	27
WBGene00015124	434	1023	1666	289	621	1373
WBGene00015125	12383	16735	27324	7273	11058	22640
WBGene00015126	5945	7146	10871	1949	4993	10070
WBGene00015128	1641	2347	3412	1608	1519	3169
WBGene00015129	0	1	6	0	0	13
WBGene00015130	536	1141	2104	777	1195	2390
WBGene00015131	10	37	76	27	35	71
WBGene00015132	343	203	618	90	112	349
WBGene00015133	1951	3114	6407	1664	1839	5732
WBGene00015134	2336	3438	7426	3916	2494	6974
WBGene00015135	0	3	0	0	0	0
WBGene00015136	591	997	2372	592	556	1635
WBGene00015137	0	0	0	0	0	0
WBGene00015138	634	844	1170	251	477	774
WBGene00015139	0	0	0	0	0	0
WBGene00015141	0	45	0	0	0	2
WBGene00015142	2	0	0	0	1	1
WBGene00015143	4716	7354	12942	1345	3659	8556
WBGene00015145	3814	5629	9780	3874	3089	7241
WBGene00015146	12497	17783	34369	11169	14196	33068
WBGene00015147	4005	6525	9493	2374	4210	8668
WBGene00015148	1	7	34	1	9	9
WBGene00015149	0	0	0	0	0	0
WBGene00015150	2156	3067	6043	3519	1945	4866
WBGene00015151	0	0	0	0	0	0
WBGene00015152	0	0	1	0	0	1
WBGene00015153	128	275	356	173	164	273
WBGene00015155	223	195	386	220	120	299
WBGene00015156	4702	6456	11238	2029	3733	8907
WBGene00015157	3079	5150	9059	1320	3837	8664
WBGene00015158	120	222	322	92	137	261
WBGene00015159	2896	3836	5623	2467	2756	5452
WBGene00015160	5197	7477	12827	4124	5065	10900
WBGene00015161	2527	3550	5965	1935	2374	5886
WBGene00015162	4407	7063	10981	2245	4166	9567
WBGene00015163	211	398	780	360	215	756
WBGene00015164	3424	4891	6977	2530	2997	6532
WBGene00015165	0	6	4	0	0	0
WBGene00015167	0	0	2	0	0	14
WBGene00015168	12712	19513	33269	9845	12369	26871
WBGene00015169	0	0	0	0	2	0
WBGene00015170	0	0	0	0	0	0
WBGene00015171	2545	3430	5459	1067	1885	3309
WBGene00015172	78	152	219	73	71	116
WBGene00015173	4493	4646	9089	2406	3124	8269
WBGene00015175	6	4	3	0	1	4
WBGene00015176	3020	3403	6360	1806	3694	7529
WBGene00015177	0	3	10	0	3	16
WBGene00015178	0	0	0	0	0	4
WBGene00015179	0	1	5	0	0	87
WBGene00015180	977	1070	2747	775	713	2393
WBGene00015181	11073	17644	20577	6167	10999	17815
WBGene00015182	0	0	0	0	0	0
WBGene00015183	77	262	322	40	100	170
WBGene00015184	2503	3728	7932	4425	2541	6183
WBGene00015185	278	338	798	293	224	756
WBGene00015186	4241	6299	9668	3148	3766	6904
