chr15	32276281	32276541
chr16	17556693	17556848
chr6	133817565	133817708
chr17	45099196	45099441
chr14	100383765	100383961
chr20	49541806	49542021
chr18	46148836	46148989
chr15	88450267	88450487
chr9	35826070	35826279
chr2	89855880	89856016
chr14	67420233	67420410
chr16	22297197	22297385
chr3	112293447	112293612
chr17	69085070	69085215
chr3	69691157	69691372
chrX	119516341	119516546
chr5	6435433	6435585
chrX	103630049	103630230
chr17	35533371	35533614
chrX	2593387	2593579
chr16	22300552	22300750
chr7	7424471	7424697
chr7	97179519	97179760
chr3	15108129	15108370
chr12	111033344	111033500
chr14	91911696	91911894
chr5	57650386	57650573
chr19	1795891	1796105
chr8	85032098	85032250
chr14	104639998	104640262
chr7	43838878	43839207
chr20	46699861	46700056
chr2	16218767	16218931
chr3	81582101	81582307
chr2	162301289	162301463
chr3	75723608	75723790
chr1	208021882	208022108
chr6	132768292	132768432
chr1	206612423	206612620
chr6	132735098	132735241
chr1	28882109	28882365
chr20	23235495	23235726
chr3	47281685	47281842
chr3	54146739	54146892
chr7	98166239	98166408
chr11	34512911	34513162
chr6	30453672	30453963
chr8	65864680	65864849
chr12	126747604	126747846
chr6	28684311	28684462
chr18	67516032	67516214
chr15	32029432	32029636
chr22	24837622	24837809
chr6	150007234	150007378
chr1	212630125	212630317
chr3	146382505	146382659
chr3	33787501	33787704
chr21	39518390	39518622
chr1	224513784	224514033
chr20	36556581	36556850
chr4	170853509	170853707
chr2	112958894	112959115
chr11	55715391	55715572
chr12	5988622	5988878
chr9	33738170	33738418
chr1	209435757	209435991
chr12	120325531	120325771
chr5	60688350	60688519
chr16	33107667	33107828
chr7	102572529	102572719
chr8	6919361	6919578
chr12	53038773	53038965
chrX	17812883	17813050
chr5	134512310	134512463
chr17	75201807	75202000
chr2	202831624	202831834
chr10	17607665	17607804
chr13	79775900	79776039
chr12	124348046	124348191
chr6	44253610	44253754
chr22	28020099	28020318
chr9	97890046	97890251
chr20	31514232	31514455
chr11	62769803	62770002
chr19	3108777	3108947
chr5	79256027	79256271
chr15	64356536	64356693
chr1	172429403	172429623
chr1	119367616	119367782
chr5	142587473	142587672
chr15	98881675	98881832
chr19	43019602	43019875
chr12	120317309	120317570
chr3	10942183	10942344
chr10	102403881	102404065
chr3	10322420	10322581
chr18	72653141	72653282
chr12	95217492	95217690
chr7	38932629	38932860
chr13	51815214	51815400
chr8	6840684	6840938
chr15	28524792	28524965
chr2	96508130	96508326
chr2	127197875	127198095
chr17	71084349	71084506
chr9	32968505	32968678
chr13	20136850	20137047
chr3	4976214	4976430
chr9	42470627	42470796
chr8	103764404	103764575
chr9	114082560	114082782
chr19	46402287	46402485
chr9	91978870	91979022
chr12	27703744	27703981
chr1	91165344	91165550
chr1	63674482	63674687
chr22	11618169	11618364
chr15	26864803	26865012
chr14	19389821	19390033
chr17	6473207	6473471
chr20	23446721	23446887
chr1	46406413	46406613
chr14	93970673	93970809
chr6	83057825	83058002
chr12	12813165	12813382
chr10	41710697	41710917
chr8	89995649	89995843
chr17	79109694	79109879
chr8	138698939	138699155
chr6	3978294	3978550
chr11	62862720	62862910
chr3	187679688	187679903
chr11	4072767	4073008
chr3	13092233	13092444
chr2	119660108	119660358
chr15	63610201	63610456
chr6	31492000	31492198
chr1	8551119	8551297
chr7	121995058	121995249
chr17	2828472	2828742
chr17	21043571	21043843
chr1	94045619	94046001
chr9	87324711	87324896
chr1	29703635	29703810
chr1	225877758	225877940
chr19	46579683	46579889
chr19	54439516	54439707
chr20	34523165	34523395
chr3	53375110	53375316
chr3	85821219	85821413
chr10	21270044	21270239
chr7	57305338	57305477
chr15	55217697	55217880
chr4	15730015	15730213
chr20	2521774	2522009
chr3	30693593	30693791
chr12	9708250	9708489
chr5	157354932	157355103
chr5	16160814	16161026
chr8	22036834	22037064
chr15	64686238	64686419
chr12	10190868	10191093
chr1	170671468	170671605
chr17	38735138	38735403
chr17	51371702	51371933
chr1	46477497	46477698
chr1	184691818	184691999
chr1	153821409	153821563
chr7	140675367	140675522
chr15	63916145	63916293
chr12	77685231	77685426
chr1	24415488	24415702
chr2	227748199	227748371
chr15	42134008	42134181
chr14	23589055	23589292
chr11	31641577	31641775
chr2	28396852	28397004
chr8	131804262	131804512
chr14	25537940	25538106
chr13	111216333	111216517
chr11	45233502	45233731
chr4	145557738	145557958
chr10	11472207	11472444
chr2	72913656	72913817
chrX	107537938	107538095
chr11	6757481	6757649
chr7	46152815	46152965
chr1	116574700	116574896
chr18	76349157	76349379
chr12	6423601	6423831
chr19	1513946	1514135
chr6	143575418	143575616
chr4	159316028	159316220
chr9	9942877	9943097
chr11	62424793	62424999
chr21	46153329	46153515
chr6	79813968	79814167
chr6	111259087	111259273
chr12	2652924	2653080
chr1	10428145	10428308
chr5	173973253	173973468
chrX	154308434	154308618
chr5	18394267	18394493
chr17	47315758	47315954
chr17	80861899	80862055
chr11	23113703	23113901
chr18	51621202	51621395
chr18	28189524	28189672
chr18	47754628	47754825
chr14	59897892	59898055
chr2	218687502	218687736
chr19	42108540	42108870
chr2	79936413	79936601
chr1	201448169	201448397
chr9	121861568	121861786
chr12	69157109	69157353
chr1	200972066	200972241
chr3	16249461	16249618
chr2	90237984	90238193
chr15	90286768	90286934
chr3	56988993	56989160
chr19	40521377	40521528
chr7	47254532	47254708
chr19	17386081	17386278
chr1	45014569	45014747
chr3	135895211	135895421
chr5	73451381	73451547
chr9	94681525	94681717
chr10	71285133	71285364
chr14	32073681	32073853
chr13	72221444	72221641
chr7	136687821	136687967
chr1	222009225	222009373
chr20	10671466	10671626
chr9	130451521	130451687
chr6	85015467	85015695
chr12	54217140	54217287
chr11	120334932	120335073
chr7	55271188	55271352
chr16	24036762	24036951
chr9	42743528	42743773
chr17	51488026	51488172
chr19	55703811	55703976
chr13	94416584	94416736
chr22	50149213	50149415
chr1	17919970	17920126
