chr8	134339107	134339325
chr15	41548749	41548861
chr15	25207262	25207383
chr1	190561786	190561937
chr3	142208484	142208615
chr9	115544616	115544762
chr15	59846350	59846560
chr15	81109164	81109289
chr3	187794923	187795136
chr6	19282371	19282518
chr15	45329479	45329614
chr9	78435806	78435944
chr7	75706928	75707038
chr17	53685077	53685299
chr9	107680790	107680890
chr4	47689198	47689332
chr13	53127594	53127769
chr11	85791506	85791640
chr9	76447781	76447898
chr2	234481253	234481413
chr8	59401757	59401858
chrX	11482541	11482685
chr6	137908986	137909113
chr11	11644480	11644604
chr10	98035894	98036039
chr10	34922385	34922493
chr6	80498772	80498926
chr18	23512096	23512238
chr4	48331432	48331605
chr3	6866695	6866826
chr1	48918644	48918775
chr11	17427320	17427493
chr1	193188084	193188184
chr15	86558375	86558629
chr17	56156774	56156919
chr6	51841176	51841308
chr6	56992658	56992825
chr13	45642301	45642424
chr10	36467103	36467203
chr14	33074004	33074148
chr12	31644479	31644620
chr8	18413493	18413641
chr1	167670904	167671072
chr3	126667965	126668112
chr3	168591986	168592091
chr17	20094517	20094670
chr3	23884690	23884907
chr11	77809987	77810127
chr6	22822050	22822160
chr4	41672518	41672626
chr6	6706591	6706723
chr1	64021257	64021392
chr3	112159493	112159593
chr14	73753788	73753901
chr7	154958543	154958684
chr14	65216743	65216952
chr10	32236566	32236732
chr2	8447258	8447463
chr15	71631366	71631466
chr7	90347146	90347247
chr5	121339936	121340158
chr1	111120868	111121001
chr14	37437204	37437346
chr15	76948250	76948357
chrX	39458041	39458212
chr2	235277713	235277880
chr2	85984147	85984271
chr3	29534731	29534861
chr6	130329380	130329512
chr9	20876415	20876567
chr1	8472685	8472872
chr4	87364810	87364910
chrY	15046961	15047071
chr13	88842115	88842273
chr12	89027916	89028067
chr5	12758387	12758500
chr11	38555130	38555270
chr7	95179555	95179750
chr1	201250664	201250812
chr1	31731457	31731764
chr13	26062446	26062564
chr15	46251278	46251419
chr7	22044764	22044895
chr4	108605178	108605310
chr3	179251242	179251359
chr7	3541351	3541558
chr19_gl000209_random	113937	114076
chr3	154063339	154063439
chr11	103321062	103321193
chr6	79585409	79585531
chr2	129858833	129858987
chr3	122370541	122370764
chr16	29751688	29751843
chr5	136639997	136640106
chr5	133095543	133095656
chr12	116947358	116947494
chr1	100128315	100128440
chr6	143948138	143948296
chr15	35376554	35376730
chr3	72040973	72041145
chr5	14722212	14722371
chr18	31001576	31001676
chr1	169480077	169480191
chr1	178116676	178116776
chr12	56302976	56303201
chr3	171843832	171844020
chr2	191364161	191364328
chr4	106266643	106266761
chr10	63776763	63776947
chr13	111900045	111900167
chr2	227515001	227515101
chr16	14182485	14182595
chrX	73401255	73401380
chr15	45185966	45186076
chr1	94019836	94019971
chr10	74014940	74015130
chr5	149237204	149237347
chr16	89520044	89520183
chrX	71840497	71840690
chr20	2245819	2245992
chr14	37887199	37887301
chr7	86789011	86789189
chr14	50111737	50111879
chr3	85056498	85056617
chr2	114481672	114481772
chr6	121627545	121627648
chr18	8382427	8382527
chr1	84609596	84609717
chr9	33163043	33163247
chr1	116497277	116497423
chr13	76410717	76410896
chr15	69767539	69767750
chr4	95260012	95260189
chr20	10245905	10246012
chr1	112421367	112421483
chr4	118337561	118337690
chr11	121392013	121392120
chr13	99636518	99636661
chr6	106545606	106545761
chr6	37230569	37230669
