chr6	1216613	1216822
chr9	12294635	12294831
chr9	37816186	37816501
chr1	187925957	187926150
chr2	17956781	17957028
chr9	14532187	14532449
chr1	180925723	180926458
chr9	70828044	70828261
chr4	179508191	179508366
chr20	42038122	42038294
chr11	29940097	29940406
chr9	8493485	8493674
chr9	19735833	19735968
chr18	41448654	41448986
chr3	50993319	50993604
chr2	259832134	259832290
chr12	1512270	1512488
chr10	101212973	101213553
chr1	89519132	89519328
chr10	86698907	86699135
chr6	136746305	136746499
chr7	10925492	10925633
chr8	7445540	7445733
chr1	38444049	38445099
chr10	101169354	101169505
chr9	50410433	50410622
chr17	9701479	9701609
chr15	56902489	56902677
chr4	4082198	4082395
chrX	62966183	62966468
chr10	54072882	54073077
chr11	33655291	33655528
chr10	70490025	70490256
chr6	30646863	30647028
chr11	72320726	72321084
chr3	97895164	97895464
chr3	143254936	143255200
chr7	23787189	23787450
chr8	70752259	70752403
chr4	170424957	170425135
chr16	46622946	46623202
chr1	134716061	134716207
chr16	81374453	81374742
chrY_KL568143v1_random	303354	303620
chr1	180503098	180503341
chr9	120642699	120642864
chr1	180908649	180908795
chr1	181155845	181156085
chr16	22064257	22064394
chr1	182008534	182008669
chrY_KL568142v1_random	298733	299020
chr7	22236943	22237103
chr1	194932130	194932292
chr6	34041538	34041768
chr15	28569888	28570050
chr13	34377069	34377336
chr1	180503929	180504125
chr4	146551200	146551353
chr9	69262125	69262304
chr3	93624784	93625010
chr15	50059397	50059542
chr1	137164814	137165056
chr4	146538767	146538963
chr7	116453251	116453699
chr4	124581202	124581558
chr3	109527305	109527468
chr2	198094375	198094627
chr9	12458192	12458391
chr18	27297481	27297628
chr18	57011193	57011492
chr3	109538433	109538741
chr9	117605883	117606259
chr9	17684804	17685000
chr4	170892920	170893264
chr5	150455349	150455757
chr11	30278067	30278230
chr15	50089468	50089892
chr1	148643447	148643729
chr9	40518093	40518305
chr14	81337503	81337633
chr14	45718716	45718868
chr5	89058808	89059047
chr16	83859944	83860368
chr7	80749627	80749833
chr1	185763391	185763727
chr7	115216134	115216385
chr1	181008553	181009076
chr7	53815918	53816142
chr9	50762165	50762295
chr5	64347532	64347938
chr16	66361978	66362206
chr16	87126451	87126637
chr17	8432823	8433090
chr15	12491477	12491815
chr14	47954817	47955157
chr18	28397756	28397958
chr19	55036463	55036715
chr1	182048764	182049229
chr3	91631647	91631831
chrUn_AABR07024203v1	32998	33235
chr11	75866048	75866198
chrUn_KL568366v1	48165	48301
chr5	10899611	10899775
chr7	116044654	116044822
chr4	177394221	177394525
chr6	9223057	9223247
chr13	33667911	33668107
chr6	138019963	138020129
